API_WellNo,Cnty,Hole,SideTrck,Completion
31003500010000,3,50001,0,0
31003500020000,3,50002,0,0
31003500030000,3,50003,0,0
31003500180000,3,50018,0,0
31003500190000,3,50019,0,0
31003500200000,3,50020,0,0
31003500210000,3,50021,0,0
31003500220000,3,50022,0,0
31003500230000,3,50023,0,0
31003500240000,3,50024,0,0
31003500250000,3,50025,0,0
31003500260000,3,50026,0,0
31003500270000,3,50027,0,0
31003500280000,3,50028,0,0
31003500290000,3,50029,0,0
31003500300000,3,50030,0,0
31003500320000,3,50032,0,0
31003500330000,3,50033,0,0
31003500340000,3,50034,0,0
31003500350000,3,50035,0,0
31003500360000,3,50036,0,0
31003500370000,3,50037,0,0
31003500380000,3,50038,0,0
31003500390000,3,50039,0,0
31003500400000,3,50040,0,0
31003500410000,3,50041,0,0
31003500470000,3,50047,0,0
31003500480000,3,50048,0,0
31003500490000,3,50049,0,0
31003500500000,3,50050,0,0
31003500510000,3,50051,0,0
31003500520000,3,50052,0,0
31003500530000,3,50053,0,0
31003500540000,3,50054,0,0
31003500550000,3,50055,0,0
31003500560000,3,50056,0,0
31003500570000,3,50057,0,0
31003500580000,3,50058,0,0
31003500590000,3,50059,0,0
31003500600000,3,50060,0,0
31003500610000,3,50061,0,0
31003500620000,3,50062,0,0
31003500630000,3,50063,0,0
31003500640000,3,50064,0,0
31003500650000,3,50065,0,0
31003500660000,3,50066,0,0
31003500670000,3,50067,0,0
31003500680000,3,50068,0,0
31003500690000,3,50069,0,0
31003500700000,3,50070,0,0
31003500710000,3,50071,0,0
31003500720000,3,50072,0,0
31003500730000,3,50073,0,0
31003500740000,3,50074,0,0
31003500750000,3,50075,0,0
31003500760000,3,50076,0,0
31003500770000,3,50077,0,0
31003500780000,3,50078,0,0
31003500790000,3,50079,0,0
31003500800000,3,50080,0,0
31003500810000,3,50081,0,0
31003500820000,3,50082,0,0
31003500830000,3,50083,0,0
31003500840000,3,50084,0,0
31003500850000,3,50085,0,0
31003500860000,3,50086,0,0
31003500870000,3,50087,0,0
31003500880000,3,50088,0,0
31003500950000,3,50095,0,0
31003500960000,3,50096,0,0
31003500970000,3,50097,0,0
31003500980000,3,50098,0,0
31003500990000,3,50099,0,0
31003501000000,3,50100,0,0
31003501010000,3,50101,0,0
31003501030000,3,50103,0,0
31003501040000,3,50104,0,0
31003501050000,3,50105,0,0
31003501060000,3,50106,0,0
31003501070000,3,50107,0,0
31003501080000,3,50108,0,0
31003501090000,3,50109,0,0
31003501100000,3,50110,0,0
31003501110000,3,50111,0,0
31003501120000,3,50112,0,0
31003501130000,3,50113,0,0
31003501140000,3,50114,0,0
31003501160000,3,50116,0,0
31003501170000,3,50117,0,0
31003501180000,3,50118,0,0
31003501190000,3,50119,0,0
31003501200000,3,50120,0,0
31003501210000,3,50121,0,0
31003501220000,3,50122,0,0
31003501230000,3,50123,0,0
31003501240000,3,50124,0,0
31003501250000,3,50125,0,0
31003501260000,3,50126,0,0
31003501270000,3,50127,0,0
31003501280000,3,50128,0,0
31003501290000,3,50129,0,0
31003501300000,3,50130,0,0
31003501310000,3,50131,0,0
31003501320000,3,50132,0,0
31003501330000,3,50133,0,0
31003501340000,3,50134,0,0
31003501350000,3,50135,0,0
31003501360000,3,50136,0,0
31003501370000,3,50137,0,0
31003501380000,3,50138,0,0
31003501390000,3,50139,0,0
31003501400000,3,50140,0,0
31003501410000,3,50141,0,0
31003501420000,3,50142,0,0
31003501440000,3,50144,0,0
31003501450000,3,50145,0,0
31003501460000,3,50146,0,0
31003501470000,3,50147,0,0
31003501480000,3,50148,0,0
31003501490000,3,50149,0,0
31003501500000,3,50150,0,0
31003501730000,3,50173,0,0
31003501740000,3,50174,0,0
31003501750000,3,50175,0,0
31003501760000,3,50176,0,0
31003501770000,3,50177,0,0
31003501780000,3,50178,0,0
31003501790000,3,50179,0,0
31003501800000,3,50180,0,0
31003501810000,3,50181,0,0
31003501820000,3,50182,0,0
31003501830000,3,50183,0,0
31003501840000,3,50184,0,0
31003501850000,3,50185,0,0
31003501860000,3,50186,0,0
31003501870000,3,50187,0,0
31003501880000,3,50188,0,0
31003501890000,3,50189,0,0
31003501900000,3,50190,0,0
31003501910000,3,50191,0,0
31003501920000,3,50192,0,0
31003501930000,3,50193,0,0
31003501940000,3,50194,0,0
31003501950000,3,50195,0,0
31003501960000,3,50196,0,0
31003501970000,3,50197,0,0
31003501980000,3,50198,0,0
31003501990000,3,50199,0,0
31003502000000,3,50200,0,0
31003502010000,3,50201,0,0
31003502020000,3,50202,0,0
31003502030000,3,50203,0,0
31003502040000,3,50204,0,0
31003502050000,3,50205,0,0
31003502060000,3,50206,0,0
31003502070000,3,50207,0,0
31003502080000,3,50208,0,0
31003502090000,3,50209,0,0
31003502100000,3,50210,0,0
31003502110000,3,50211,0,0
31003502120000,3,50212,0,0
31003502130000,3,50213,0,0
31003502140000,3,50214,0,0
31003502150000,3,50215,0,0
31003502160000,3,50216,0,0
31003502170000,3,50217,0,0
31003502180000,3,50218,0,0
31003502190000,3,50219,0,0
31003502200000,3,50220,0,0
31003502210000,3,50221,0,0
31003502220000,3,50222,0,0
31003502230000,3,50223,0,0
31003502240000,3,50224,0,0
31003502250000,3,50225,0,0
31003502260000,3,50226,0,0
31003502270000,3,50227,0,0
31003502280000,3,50228,0,0
31003502290000,3,50229,0,0
31003502300000,3,50230,0,0
31003502310000,3,50231,0,0
31003502320000,3,50232,0,0
31003502330000,3,50233,0,0
31003502340000,3,50234,0,0
31003502350000,3,50235,0,0
31003502390000,3,50239,0,0
31003502400000,3,50240,0,0
31003502410000,3,50241,0,0
31003502420000,3,50242,0,0
31003502430000,3,50243,0,0
31003502440000,3,50244,0,0
31003502450000,3,50245,0,0
31003502460000,3,50246,0,0
31003502470000,3,50247,0,0
31003502480000,3,50248,0,0
31003502490000,3,50249,0,0
31003502500000,3,50250,0,0
31003502510000,3,50251,0,0
31003502520000,3,50252,0,0
31003502530000,3,50253,0,0
31003502540000,3,50254,0,0
31003502550000,3,50255,0,0
31003502560000,3,50256,0,0
31003502570000,3,50257,0,0
31003502580000,3,50258,0,0
31003502590000,3,50259,0,0
31003502600000,3,50260,0,0
31003502610000,3,50261,0,0
31003502620000,3,50262,0,0
31003502630000,3,50263,0,0
31003502640000,3,50264,0,0
31003502650000,3,50265,0,0
31003502660000,3,50266,0,0
31003502670000,3,50267,0,0
31003502680000,3,50268,0,0
31003502690000,3,50269,0,0
31003502700000,3,50270,0,0
31003502710000,3,50271,0,0
31003502720000,3,50272,0,0
31003502730000,3,50273,0,0
31003502740000,3,50274,0,0
31003502750000,3,50275,0,0
31003502760000,3,50276,0,0
31003502770000,3,50277,0,0
31003502780000,3,50278,0,0
31003502790000,3,50279,0,0
31003502800000,3,50280,0,0
31003502810000,3,50281,0,0
31003502820000,3,50282,0,0
31003502830000,3,50283,0,0
31003502840000,3,50284,0,0
31003502850000,3,50285,0,0
31003502860000,3,50286,0,0
31003502870000,3,50287,0,0
31003502880000,3,50288,0,0
31003502890000,3,50289,0,0
31003502900000,3,50290,0,0
31003502910000,3,50291,0,0
31003502920000,3,50292,0,0
31003502930000,3,50293,0,0
31003502940000,3,50294,0,0
31003502950000,3,50295,0,0
31003502960000,3,50296,0,0
31003502970000,3,50297,0,0
31003502980000,3,50298,0,0
31003502990000,3,50299,0,0
31003503000000,3,50300,0,0
31003503010000,3,50301,0,0
31003503020000,3,50302,0,0
31003503030000,3,50303,0,0
31003503040000,3,50304,0,0
31003503050000,3,50305,0,0
31003503060000,3,50306,0,0
31003503070000,3,50307,0,0
31003503080000,3,50308,0,0
31003503090000,3,50309,0,0
31003503100000,3,50310,0,0
31003503110000,3,50311,0,0
31003503120000,3,50312,0,0
31003503130000,3,50313,0,0
31003503140000,3,50314,0,0
31003503150000,3,50315,0,0
31003503160000,3,50316,0,0
31003503170000,3,50317,0,0
31003503180000,3,50318,0,0
31003503190000,3,50319,0,0
31003503200000,3,50320,0,0
31003503210000,3,50321,0,0
31003503220000,3,50322,0,0
31003503230000,3,50323,0,0
31003503240000,3,50324,0,0
31003503250000,3,50325,0,0
31003503260000,3,50326,0,0
31003503270000,3,50327,0,0
31003503280000,3,50328,0,0
31003503290000,3,50329,0,0
31003503300000,3,50330,0,0
31003503310000,3,50331,0,0
31003503320000,3,50332,0,0
31003503330000,3,50333,0,0
31003503340000,3,50334,0,0
31003503350000,3,50335,0,0
31003503360000,3,50336,0,0
31003503370000,3,50337,0,0
31003503380000,3,50338,0,0
31003503390000,3,50339,0,0
31003503400000,3,50340,0,0
31003503410000,3,50341,0,0
31003503420000,3,50342,0,0
31003503430000,3,50343,0,0
31003503440000,3,50344,0,0
31003503450000,3,50345,0,0
31003503460000,3,50346,0,0
31003503470000,3,50347,0,0
31003503480000,3,50348,0,0
31003503490000,3,50349,0,0
31003503500000,3,50350,0,0
31003503510000,3,50351,0,0
31003503520000,3,50352,0,0
31003503530000,3,50353,0,0
31003503540000,3,50354,0,0
31003503550000,3,50355,0,0
31003503560000,3,50356,0,0
31003503570000,3,50357,0,0
31003503580000,3,50358,0,0
31003503590000,3,50359,0,0
31003503600000,3,50360,0,0
31003503610000,3,50361,0,0
31003503620000,3,50362,0,0
31003503740000,3,50374,0,0
31003503750000,3,50375,0,0
31003503760000,3,50376,0,0
31003503770000,3,50377,0,0
31003503790000,3,50379,0,0
31003503800000,3,50380,0,0
31003503810000,3,50381,0,0
31003503820000,3,50382,0,0
31003503830000,3,50383,0,0
31003503840000,3,50384,0,0
31003503850000,3,50385,0,0
31003503860000,3,50386,0,0
31003503870000,3,50387,0,0
31003503880000,3,50388,0,0
31003503890000,3,50389,0,0
31003503900000,3,50390,0,0
31003503910000,3,50391,0,0
31003503920000,3,50392,0,0
31003503930000,3,50393,0,0
31003503940000,3,50394,0,0
31003503950000,3,50395,0,0
31003503960000,3,50396,0,0
31003503970000,3,50397,0,0
31003503980000,3,50398,0,0
31003503990000,3,50399,0,0
31003504000000,3,50400,0,0
31003504010000,3,50401,0,0
31003504020000,3,50402,0,0
31003504030000,3,50403,0,0
31003504040000,3,50404,0,0
31003504050000,3,50405,0,0
31003504060000,3,50406,0,0
31003504070000,3,50407,0,0
31003504080000,3,50408,0,0
31003504090000,3,50409,0,0
31003504100000,3,50410,0,0
31003504110000,3,50411,0,0
31003504120000,3,50412,0,0
31003504130000,3,50413,0,0
31003504230000,3,50423,0,0
31003504240000,3,50424,0,0
31003504250000,3,50425,0,0
31003504260000,3,50426,0,0
31003504270000,3,50427,0,0
31003504280000,3,50428,0,0
31003504290000,3,50429,0,0
31003504300000,3,50430,0,0
31003504310000,3,50431,0,0
31003504320000,3,50432,0,0
31003504330000,3,50433,0,0
31003504340000,3,50434,0,0
31003504350000,3,50435,0,0
31003504360000,3,50436,0,0
31003504370000,3,50437,0,0
31003504380000,3,50438,0,0
31003504390000,3,50439,0,0
31003504400000,3,50440,0,0
31003504410000,3,50441,0,0
31003504420000,3,50442,0,0
31003504430000,3,50443,0,0
31003504440000,3,50444,0,0
31003504450000,3,50445,0,0
31003504460000,3,50446,0,0
31003504470000,3,50447,0,0
31003504480000,3,50448,0,0
31003504490000,3,50449,0,0
31003504500000,3,50450,0,0
31003504510000,3,50451,0,0
31003504520000,3,50452,0,0
31003504530000,3,50453,0,0
31003504540000,3,50454,0,0
31003504550000,3,50455,0,0
31003504560000,3,50456,0,0
31003504610000,3,50461,0,0
31003504620000,3,50462,0,0
31003504630000,3,50463,0,0
31003504640000,3,50464,0,0
31003504650000,3,50465,0,0
31003504660000,3,50466,0,0
31003504670000,3,50467,0,0
31003504680000,3,50468,0,0
31003504690000,3,50469,0,0
31003504700000,3,50470,0,0
31003504710000,3,50471,0,0
31003504820000,3,50482,0,0
31003504830000,3,50483,0,0
31003504840000,3,50484,0,0
31003504850000,3,50485,0,0
31003504860000,3,50486,0,0
31003504870000,3,50487,0,0
31003504880000,3,50488,0,0
31003504890000,3,50489,0,0
31003504900000,3,50490,0,0
31003504910000,3,50491,0,0
31003505000000,3,50500,0,0
31003505010000,3,50501,0,0
31003505020000,3,50502,0,0
31003505030000,3,50503,0,0
31003505200000,3,50520,0,0
31003505210000,3,50521,0,0
31003505220000,3,50522,0,0
31003505230000,3,50523,0,0
31003505240000,3,50524,0,0
31003505250000,3,50525,0,0
31003505260000,3,50526,0,0
31003505270000,3,50527,0,0
31003505280000,3,50528,0,0
31003505290000,3,50529,0,0
31003505310000,3,50531,0,0
31003505320000,3,50532,0,0
31003505330000,3,50533,0,0
31003505340000,3,50534,0,0
31003505350000,3,50535,0,0
31003505360000,3,50536,0,0
31003505370000,3,50537,0,0
31003505380000,3,50538,0,0
31003505390000,3,50539,0,0
31003505400000,3,50540,0,0
31003505410000,3,50541,0,0
31003505420000,3,50542,0,0
31003505430000,3,50543,0,0
31003505440000,3,50544,0,0
31003505450000,3,50545,0,0
31003505460000,3,50546,0,0
31003505470000,3,50547,0,0
31003505480000,3,50548,0,0
31003505500000,3,50550,0,0
31003505510000,3,50551,0,0
31003505530000,3,50553,0,0
31003505540000,3,50554,0,0
31003505550000,3,50555,0,0
31003505560000,3,50556,0,0
31003505570000,3,50557,0,0
31003505580000,3,50558,0,0
31003505590000,3,50559,0,0
31003505600000,3,50560,0,0
31003505610000,3,50561,0,0
31003505620000,3,50562,0,0
31003505630000,3,50563,0,0
31003505640000,3,50564,0,0
31003505650000,3,50565,0,0
31003505660000,3,50566,0,0
31003505670000,3,50567,0,0
31003505680000,3,50568,0,0
31003505690000,3,50569,0,0
31003505700000,3,50570,0,0
31003505710000,3,50571,0,0
31003505720000,3,50572,0,0
31003505730000,3,50573,0,0
31003505740000,3,50574,0,0
31003505750000,3,50575,0,0
31003505760000,3,50576,0,0
31003505770000,3,50577,0,0
31003505780000,3,50578,0,0
31003505790000,3,50579,0,0
31003505800000,3,50580,0,0
31003505810000,3,50581,0,0
31003505820000,3,50582,0,0
31003505830000,3,50583,0,0
31003505840000,3,50584,0,0
31003505850000,3,50585,0,0
31003505860000,3,50586,0,0
31003505870000,3,50587,0,0
31003505880000,3,50588,0,0
31003505900000,3,50590,0,0
31003505910000,3,50591,0,0
31003505920000,3,50592,0,0
31003505930000,3,50593,0,0
31003505940000,3,50594,0,0
31003505950000,3,50595,0,0
31003505960000,3,50596,0,0
31003505970000,3,50597,0,0
31003505980000,3,50598,0,0
31003505990000,3,50599,0,0
31003506000000,3,50600,0,0
31003506010000,3,50601,0,0
31003506020000,3,50602,0,0
31003506030000,3,50603,0,0
31003506040000,3,50604,0,0
31003506050000,3,50605,0,0
31003506060000,3,50606,0,0
31003506070000,3,50607,0,0
31003506190000,3,50619,0,0
31003506200000,3,50620,0,0
31003506210000,3,50621,0,0
31003506220000,3,50622,0,0
31003506230000,3,50623,0,0
31003506240000,3,50624,0,0
31003506250000,3,50625,0,0
31003506260000,3,50626,0,0
31003506270000,3,50627,0,0
31003506280000,3,50628,0,0
31003506290000,3,50629,0,0
31003506300000,3,50630,0,0
31003506310000,3,50631,0,0
31003506320000,3,50632,0,0
31003506330000,3,50633,0,0
31003506340000,3,50634,0,0
31003506350000,3,50635,0,0
31003506360000,3,50636,0,0
31003506370000,3,50637,0,0
31003506380000,3,50638,0,0
31003506390000,3,50639,0,0
31003506400000,3,50640,0,0
31003506410000,3,50641,0,0
31003506420000,3,50642,0,0
31003506430000,3,50643,0,0
31003506440000,3,50644,0,0
31003506450000,3,50645,0,0
31003506460000,3,50646,0,0
31003506470000,3,50647,0,0
31003506480000,3,50648,0,0
31003506490000,3,50649,0,0
31003506500000,3,50650,0,0
31003506510000,3,50651,0,0
31003506520000,3,50652,0,0
31003506530000,3,50653,0,0
31003506540000,3,50654,0,0
31003506550000,3,50655,0,0
31003506560000,3,50656,0,0
31003506570000,3,50657,0,0
31003506580000,3,50658,0,0
31003506590000,3,50659,0,0
31003506600000,3,50660,0,0
31003506610000,3,50661,0,0
31003506620000,3,50662,0,0
31003506630000,3,50663,0,0
31003506640000,3,50664,0,0
31003506650000,3,50665,0,0
31003506660000,3,50666,0,0
31003506670000,3,50667,0,0
31003506680000,3,50668,0,0
31003506690000,3,50669,0,0
31003506700000,3,50670,0,0
31003506710000,3,50671,0,0
31003506720000,3,50672,0,0
31003506730000,3,50673,0,0
31003506740000,3,50674,0,0
31003506750000,3,50675,0,0
31003506760000,3,50676,0,0
31003506770000,3,50677,0,0
31003506780000,3,50678,0,0
31003506800000,3,50680,0,0
31003506810000,3,50681,0,0
31003506840000,3,50684,0,0
31003506920000,3,50692,0,0
31003506930000,3,50693,0,0
31003506940000,3,50694,0,0
31003506950000,3,50695,0,0
31003506960000,3,50696,0,0
31003506970000,3,50697,0,0
31003506980000,3,50698,0,0
31003506990000,3,50699,0,0
31003507000000,3,50700,0,0
31003507010000,3,50701,0,0
31003507020000,3,50702,0,0
31003507030000,3,50703,0,0
31003507040000,3,50704,0,0
31003507050000,3,50705,0,0
31003507060000,3,50706,0,0
31003507070000,3,50707,0,0
31003507080000,3,50708,0,0
31003507090000,3,50709,0,0
31003507100000,3,50710,0,0
31003507110000,3,50711,0,0
31003507120000,3,50712,0,0
31003507130000,3,50713,0,0
31003507140000,3,50714,0,0
31003507150000,3,50715,0,0
31003507160000,3,50716,0,0
31003507170000,3,50717,0,0
31003507180000,3,50718,0,0
31003507190000,3,50719,0,0
31003507200000,3,50720,0,0
31003507210000,3,50721,0,0
31003507220000,3,50722,0,0
31003507230000,3,50723,0,0
31003507240000,3,50724,0,0
31003507250000,3,50725,0,0
31003507260000,3,50726,0,0
31003507270000,3,50727,0,0
31003507280000,3,50728,0,0
31003507290000,3,50729,0,0
31003507300000,3,50730,0,0
31003507310000,3,50731,0,0
31003507320000,3,50732,0,0
31003507330000,3,50733,0,0
31003507340000,3,50734,0,0
31003507350000,3,50735,0,0
31003507360000,3,50736,0,0
31003507370000,3,50737,0,0
31003507380000,3,50738,0,0
31003507390000,3,50739,0,0
31003507400000,3,50740,0,0
31003507410000,3,50741,0,0
31003507420000,3,50742,0,0
31003507430000,3,50743,0,0
31003507440000,3,50744,0,0
31003507450000,3,50745,0,0
31003507460000,3,50746,0,0
31003507470000,3,50747,0,0
31003507480000,3,50748,0,0
31003507490000,3,50749,0,0
31003507500000,3,50750,0,0
31003507510000,3,50751,0,0
31003507520000,3,50752,0,0
31003507530000,3,50753,0,0
31003507540000,3,50754,0,0
31003507550000,3,50755,0,0
31003507560000,3,50756,0,0
31003507570000,3,50757,0,0
31003507580000,3,50758,0,0
31003507590000,3,50759,0,0
31003507600000,3,50760,0,0
31003507610000,3,50761,0,0
31003507620000,3,50762,0,0
31003507630000,3,50763,0,0
31003507640000,3,50764,0,0
31003507650000,3,50765,0,0
31003507660000,3,50766,0,0
31003507670000,3,50767,0,0
31003507680000,3,50768,0,0
31003507690000,3,50769,0,0
31003507700000,3,50770,0,0
31003507730000,3,50773,0,0
31003507740000,3,50774,0,0
31003507750000,3,50775,0,0
31003507760000,3,50776,0,0
31003507770000,3,50777,0,0
31003507780000,3,50778,0,0
31003507790000,3,50779,0,0
31003507800000,3,50780,0,0
31003507810000,3,50781,0,0
31003507820000,3,50782,0,0
31003507830000,3,50783,0,0
31003507840000,3,50784,0,0
31003507850000,3,50785,0,0
31003507860000,3,50786,0,0
31003507870000,3,50787,0,0
31003507880000,3,50788,0,0
31003507890000,3,50789,0,0
31003507900000,3,50790,0,0
31003507910000,3,50791,0,0
31003507920000,3,50792,0,0
31003507930000,3,50793,0,0
31003507940000,3,50794,0,0
31003507950000,3,50795,0,0
31003507960000,3,50796,0,0
31003507970000,3,50797,0,0
31003507980000,3,50798,0,0
31003507990000,3,50799,0,0
31003508000000,3,50800,0,0
31003508010000,3,50801,0,0
31003508020000,3,50802,0,0
31003508030000,3,50803,0,0
31003508040000,3,50804,0,0
31003508050000,3,50805,0,0
31003508060000,3,50806,0,0
31003508070000,3,50807,0,0
31003508080000,3,50808,0,0
31003508090000,3,50809,0,0
31003508100000,3,50810,0,0
31003508110000,3,50811,0,0
31003508120000,3,50812,0,0
31003508130000,3,50813,0,0
31003508140000,3,50814,0,0
31003508150000,3,50815,0,0
31003508160000,3,50816,0,0
31003508170000,3,50817,0,0
31003508180000,3,50818,0,0
31003508190000,3,50819,0,0
31003508200000,3,50820,0,0
31003508210000,3,50821,0,0
31003508220000,3,50822,0,0
31003508230000,3,50823,0,0
31003508240000,3,50824,0,0
31003508250000,3,50825,0,0
31003508260000,3,50826,0,0
31003508270000,3,50827,0,0
31003508280000,3,50828,0,0
31003508290000,3,50829,0,0
31003508300000,3,50830,0,0
31003508310000,3,50831,0,0
31003508320000,3,50832,0,0
31003508330000,3,50833,0,0
31003508340000,3,50834,0,0
31003508350000,3,50835,0,0
31003508360000,3,50836,0,0
31003508370000,3,50837,0,0
31003508380000,3,50838,0,0
31003508390000,3,50839,0,0
31003508400000,3,50840,0,0
31003508410000,3,50841,0,0
31003508420000,3,50842,0,0
31003508430000,3,50843,0,0
31003508440000,3,50844,0,0
31003508450000,3,50845,0,0
31003508460000,3,50846,0,0
31003508470000,3,50847,0,0
31003508480000,3,50848,0,0
31003508490000,3,50849,0,0
31003508500000,3,50850,0,0
31003508510000,3,50851,0,0
31003508520000,3,50852,0,0
31003508530000,3,50853,0,0
31003508540000,3,50854,0,0
31003508550000,3,50855,0,0
31003508560000,3,50856,0,0
31003508570000,3,50857,0,0
31003508580000,3,50858,0,0
31003508590000,3,50859,0,0
31003508600000,3,50860,0,0
31003508610000,3,50861,0,0
31003508620000,3,50862,0,0
31003508630000,3,50863,0,0
31003508640000,3,50864,0,0
31003508650000,3,50865,0,0
31003508660000,3,50866,0,0
31003508670000,3,50867,0,0
31003508680000,3,50868,0,0
31003508690000,3,50869,0,0
31003508700000,3,50870,0,0
31003508710000,3,50871,0,0
31003508720000,3,50872,0,0
31003508730000,3,50873,0,0
31003508740000,3,50874,0,0
31003508750000,3,50875,0,0
31003508760000,3,50876,0,0
31003508770000,3,50877,0,0
31003508780000,3,50878,0,0
31003508790000,3,50879,0,0
31003508800000,3,50880,0,0
31003508810000,3,50881,0,0
31003508820000,3,50882,0,0
31003508830000,3,50883,0,0
31003508840000,3,50884,0,0
31003508850000,3,50885,0,0
31003508860000,3,50886,0,0
31003508870000,3,50887,0,0
31003508880000,3,50888,0,0
31003508890000,3,50889,0,0
31003508900000,3,50890,0,0
31003508910000,3,50891,0,0
31003508920000,3,50892,0,0
31003508930000,3,50893,0,0
31003508940000,3,50894,0,0
31003508950000,3,50895,0,0
31003508960000,3,50896,0,0
31003508970000,3,50897,0,0
31003508980000,3,50898,0,0
31003508990000,3,50899,0,0
31003509000000,3,50900,0,0
31003509010000,3,50901,0,0
31003509020000,3,50902,0,0
31003509030000,3,50903,0,0
31003509040000,3,50904,0,0
31003509050000,3,50905,0,0
31003509060000,3,50906,0,0
31003509070000,3,50907,0,0
31003509100000,3,50910,0,0
31003509110000,3,50911,0,0
31003509120000,3,50912,0,0
31003509130000,3,50913,0,0
31003509140000,3,50914,0,0
31003509150000,3,50915,0,0
31003509160000,3,50916,0,0
31003509170000,3,50917,0,0
31003509180000,3,50918,0,0
31003509190000,3,50919,0,0
31003509200000,3,50920,0,0
31003509210000,3,50921,0,0
31003509220000,3,50922,0,0
31003509230000,3,50923,0,0
31003509240000,3,50924,0,0
31003509250000,3,50925,0,0
31003509260000,3,50926,0,0
31003509270000,3,50927,0,0
31003509280000,3,50928,0,0
31003509290000,3,50929,0,0
31003509300000,3,50930,0,0
31003509310000,3,50931,0,0
31003509320000,3,50932,0,0
31003509330000,3,50933,0,0
31003509340000,3,50934,0,0
31003509350000,3,50935,0,0
31003509360000,3,50936,0,0
31003509370000,3,50937,0,0
31003509380000,3,50938,0,0
31003509390000,3,50939,0,0
31003509400000,3,50940,0,0
31003509410000,3,50941,0,0
31003509420000,3,50942,0,0
31003509440000,3,50944,0,0
31003509450000,3,50945,0,0
31003509460000,3,50946,0,0
31003509470000,3,50947,0,0
31003509490000,3,50949,0,0
31003509500000,3,50950,0,0
31003509510000,3,50951,0,0
31003509520000,3,50952,0,0
31003509530000,3,50953,0,0
31003509540000,3,50954,0,0
31003509550000,3,50955,0,0
31003509560000,3,50956,0,0
31003509620000,3,50962,0,0
31003509630000,3,50963,0,0
31003509640000,3,50964,0,0
31003509650000,3,50965,0,0
31003509660000,3,50966,0,0
31003509670000,3,50967,0,0
31003509680000,3,50968,0,0
31003509690000,3,50969,0,0
31003509700000,3,50970,0,0
31003509710000,3,50971,0,0
31003509720000,3,50972,0,0
31003509730000,3,50973,0,0
31003509740000,3,50974,0,0
31003509750000,3,50975,0,0
31003509760000,3,50976,0,0
31003509770000,3,50977,0,0
31003509780000,3,50978,0,0
31003509790000,3,50979,0,0
31003509800000,3,50980,0,0
31003509810000,3,50981,0,0
31003509820000,3,50982,0,0
31003509830000,3,50983,0,0
31003509840000,3,50984,0,0
31003509850000,3,50985,0,0
31003509860000,3,50986,0,0
31003509870000,3,50987,0,0
31003509880000,3,50988,0,0
31003509890000,3,50989,0,0
31003509910000,3,50991,0,0
31003509920000,3,50992,0,0
31003509930000,3,50993,0,0
31003509940000,3,50994,0,0
31003509950000,3,50995,0,0
31003509960000,3,50996,0,0
31003509970000,3,50997,0,0
31003509980000,3,50998,0,0
31003509990000,3,50999,0,0
31003510000000,3,51000,0,0
31003510010000,3,51001,0,0
31003510020000,3,51002,0,0
31003510030000,3,51003,0,0
31003510040000,3,51004,0,0
31003510050000,3,51005,0,0
31003510060000,3,51006,0,0
31003510070000,3,51007,0,0
31003510080000,3,51008,0,0
31003510100000,3,51010,0,0
31003510120000,3,51012,0,0
31003510130000,3,51013,0,0
31003510140000,3,51014,0,0
31003510150000,3,51015,0,0
31003510160000,3,51016,0,0
31003510170000,3,51017,0,0
31003510180000,3,51018,0,0
31003510190000,3,51019,0,0
31003510200000,3,51020,0,0
31003510210000,3,51021,0,0
31003510220000,3,51022,0,0
31003510230000,3,51023,0,0
31003510240000,3,51024,0,0
31003510250000,3,51025,0,0
31003510260000,3,51026,0,0
31003510270000,3,51027,0,0
31003510280000,3,51028,0,0
31003510290000,3,51029,0,0
31003510300000,3,51030,0,0
31003510310000,3,51031,0,0
31003510320000,3,51032,0,0
31003510330000,3,51033,0,0
31003510340000,3,51034,0,0
31003510350000,3,51035,0,0
31003510360000,3,51036,0,0
31003510370000,3,51037,0,0
31003510380000,3,51038,0,0
31003510390000,3,51039,0,0
31003510400000,3,51040,0,0
31003510410000,3,51041,0,0
31003510420000,3,51042,0,0
31003510430000,3,51043,0,0
31003510440000,3,51044,0,0
31003510450000,3,51045,0,0
31003510480000,3,51048,0,0
31003510490000,3,51049,0,0
31003510500000,3,51050,0,0
31003510510000,3,51051,0,0
31003510520000,3,51052,0,0
31003510530000,3,51053,0,0
31003510540000,3,51054,0,0
31003510550000,3,51055,0,0
31003510560000,3,51056,0,0
31003510570000,3,51057,0,0
31003510580000,3,51058,0,0
31003510590000,3,51059,0,0
31003510600000,3,51060,0,0
31003510610000,3,51061,0,0
31003510620000,3,51062,0,0
31003510630000,3,51063,0,0
31003510640000,3,51064,0,0
31003510650000,3,51065,0,0
31003510660000,3,51066,0,0
31003510670000,3,51067,0,0
31003510680000,3,51068,0,0
31003510690000,3,51069,0,0
31003510700000,3,51070,0,0
31003510710000,3,51071,0,0
31003510720000,3,51072,0,0
31003510730000,3,51073,0,0
31003510740000,3,51074,0,0
31003510750000,3,51075,0,0
31003510760000,3,51076,0,0
31003510770000,3,51077,0,0
31003510780000,3,51078,0,0
31003510790000,3,51079,0,0
31003510800000,3,51080,0,0
31003510820000,3,51082,0,0
31003510830000,3,51083,0,0
31003510840000,3,51084,0,0
31003510850000,3,51085,0,0
31003510860000,3,51086,0,0
